LoanID,loan_amnt,purpose,fico,dti,income,loanIndicator
3980,6000,debt_consolidation,697,7.76,45e3,1
3981,9000,home_improvement,672,3.41,68e3,1
3982,8500,major_purchase,687,13.7,58e3,1
3983,10000,debt_consolidation,687,15.41,49995,1
3984,16000,debt_consolidation,722,21.7,6e4,1
3985,15300,home_improvement,792,25.23,4e4,1
3986,15200,debt_consolidation,672,12.88,38e3,1
3987,30000,debt_consolidation,682,15.95,170004,1
3988,35000,debt_consolidation,677,23.25,113500,0
3989,8000,other,722,16.77,175e3,1
3990,9575,debt_consolidation,742,26.77,43e3,1
3991,8000,debt_consolidation,682,8.81,16e4,1
3993,12000,debt_consolidation,662,15.29,8e4,1
3994,15000,debt_consolidation,672,11.19,31e3,1
3995,21800,home_improvement,692,1.46,14e4,0
3997,7600,major_purchase,747,11.22,1e5,1
3998,25000,other,702,22.43,84e3,1
3999,8800,debt_consolidation,677,7.57,174e3,1
4003,23200,debt_consolidation,687,9.43,67692,1
4004,2200,major_purchase,707,21.9,75e3,1
4005,6400,debt_consolidation,707,22.52,76e3,1
4006,16000,home_improvement,752,3.33,35e3,1
4008,2000,other,667,14.14,32500,1
4009,19200,debt_consolidation,692,21.92,75e3,0
4010,17000,debt_consolidation,747,26.45,72e3,1
4011,18000,other,747,12.22,115e3,0
4012,20000,small_business,707,9.22,25e4,0
4013,9000,debt_consolidation,687,15.36,84996,1
4014,21000,debt_consolidation,747,14.79,216e3,1
4015,20000,other,682,1.99,36e4,1
4016,20000,debt_consolidation,757,12.69,54e3,1
4018,5000,other,687,13.89,57e3,0
4019,16000,debt_consolidation,757,12.58,100995,1
4020,35000,debt_consolidation,697,22.82,115e3,1
4021,35000,other,737,5.57,144e3,1
4022,18500,vacation_wedding,747,12.83,85e3,0
4023,14225,debt_consolidation,717,21.99,8e4,1
4024,19000,debt_consolidation,687,7.03,58e3,1
4026,6000,home_improvement,782,3.91,82e3,1
4027,6250,small_business,707,17.4,16e3,0
4028,21850,debt_consolidation,717,14.93,5e4,1
4029,11400,other,792,1.72,3e4,1
4031,7000,major_purchase,777,11.69,96e3,1
4033,8000,debt_consolidation,682,3.01,65e3,0
4034,6000,debt_consolidation,682,17.29,34e3,1
4036,7000,debt_consolidation,717,3.55,37200,1
4037,16000,debt_consolidation,777,6.35,18e4,1
4038,11000,home_improvement,792,8.7,12e4,1
4039,4200,debt_consolidation,692,19.62,4e4,1
4040,9500,major_purchase,737,2.78,38880,1
4041,12000,debt_consolidation,742,13.21,59500,1
4042,15000,small_business,737,11,85e3,1
4043,5000,debt_consolidation,717,17.59,47e3,1
4044,10225,debt_consolidation,677,20.54,5e4,1
4045,15000,debt_consolidation,662,18.35,46500,1
4046,15000,debt_consolidation,677,11.5,72e3,1
4048,27500,debt_consolidation,732,17.23,78e3,1
4049,20000,debt_consolidation,702,16.76,55200,1
4051,8500,debt_consolidation,777,9.81,86e3,1
4053,20000,debt_consolidation,672,20.34,65e3,1
4055,16000,major_purchase,772,5.15,85e3,1
4056,9000,major_purchase,742,8.88,6e4,1
4057,15250,debt_consolidation,662,18.8,30696,1
4058,13225,debt_consolidation,772,26.88,3e4,1
4059,5000,debt_consolidation,727,8.78,41e3,0
4060,20000,debt_consolidation,747,11.29,66e3,1
4061,17000,debt_consolidation,697,8.53,74e3,1
4062,11400,debt_consolidation,662,7.75,5e4,1
4063,25000,debt_consolidation,737,9.44,175e3,1
4064,4000,other,737,24.33,9e4,1
4065,12000,other,717,15.56,1e5,1
4067,15250,debt_consolidation,742,27.03,55e3,1
4069,16200,debt_consolidation,687,9.33,86400,1
4070,10000,medical,697,2.49,81e3,1
4071,6400,debt_consolidation,747,2.12,112e3,1
4072,17000,debt_consolidation,722,16.3,65e3,0
4073,22000,debt_consolidation,737,14.68,14e4,1
4074,25000,debt_consolidation,672,12.75,66e3,0
4075,5200,debt_consolidation,687,19.4,36e3,0
4076,22250,home_improvement,687,18.19,54150,1
4077,12000,debt_consolidation,672,23.31,45e3,1
4078,8000,debt_consolidation,757,5.2,63900,1
4079,8000,major_purchase,732,5.29,78e3,1
4080,17600,debt_consolidation,702,23.27,70900,1
4081,21000,debt_consolidation,692,10.21,82e3,1
4083,8000,other,757,15.73,61200,1
4084,12000,debt_consolidation,742,23.49,63e3,1
4085,3600,medical,737,21.82,59e3,1
4086,5600,home_improvement,762,14.58,101400,1
4087,8000,other,672,18.13,85200,1
4088,35000,debt_consolidation,732,11.23,117500,1
4089,16000,debt_consolidation,712,16.62,39e3,1
4090,6000,small_business,667,13.01,12e4,1
4091,30000,debt_consolidation,722,20.39,68500,1
4092,12000,debt_consolidation,702,19.99,35e3,1
4093,30000,debt_consolidation,752,10.67,125e3,1
4094,8000,debt_consolidation,707,0.77,5e4,1
4095,12000,debt_consolidation,662,16.5,207e3,1
4097,20000,debt_consolidation,717,22.35,45e3,1
4098,6000,debt_consolidation,707,24.82,54e3,1
4099,10000,debt_consolidation,697,9.67,88e3,1
4100,16000,debt_consolidation,777,12.16,13e4,1
4101,28000,major_purchase,772,6.66,13e4,1
4103,10650,debt_consolidation,702,18.12,125e3,1
4104,7100,debt_consolidation,717,13.57,12e4,1
4105,21000,debt_consolidation,672,11.28,11e4,1
4107,35000,debt_consolidation,737,7.54,128e3,1
4108,10000,debt_consolidation,742,10.2,1e5,1
4109,15000,debt_consolidation,717,23,54e3,1
4110,18000,small_business,727,29.3,6e4,1
4112,24000,debt_consolidation,742,16.48,48e3,1
4113,22000,debt_consolidation,722,27.96,5e4,1
4115,6500,vacation_wedding,707,13.43,42e3,1
4118,35000,debt_consolidation,762,8.96,2e5,1
4119,21000,medical,742,8.47,86e3,1
4120,6000,other,677,10.54,21300,1
4121,18000,debt_consolidation,727,24.12,49200,1
4123,25975,debt_consolidation,712,22.55,60240,1
4124,4500,other,672,15.23,62e3,0
4125,24000,debt_consolidation,667,15.67,68e3,1
4126,6300,debt_consolidation,707,9.57,83e3,1
4127,30000,debt_consolidation,752,5.06,115e3,1
4129,5600,debt_consolidation,677,22.29,45e3,1
4130,29175,debt_consolidation,757,26.14,55e3,1
4131,12000,debt_consolidation,662,23,86729.5,1
4132,28000,debt_consolidation,742,4.95,12e4,1
4134,12800,debt_consolidation,742,8.97,55e3,1
4136,8400,debt_consolidation,712,24.62,37e3,1
4137,10000,other,742,18.46,36996,1
4138,12600,debt_consolidation,702,15.63,74e3,1
4139,20000,debt_consolidation,752,16.35,69e3,1
4140,31400,small_business,722,7.86,25e4,1
4141,8000,small_business,742,16.06,34e3,1
4142,30000,debt_consolidation,777,9.19,65e3,1
4143,11000,small_business,722,11.97,48e3,1
4144,12000,major_purchase,762,5.52,9e4,1
4147,7250,debt_consolidation,692,14.08,62467,1
4148,8500,debt_consolidation,742,8.94,62400,0
4149,5000,small_business,722,18.54,28800,1
4150,20000,debt_consolidation,827,18.33,4e4,1
4151,21000,debt_consolidation,692,19.51,55e3,1
4152,18000,debt_consolidation,697,23,6e4,1
4153,21250,debt_consolidation,662,22.59,8e4,0
4154,2200,vacation_wedding,677,6.35,65e3,1
4155,35000,debt_consolidation,667,7.82,1e5,1
4157,2000,small_business,702,14.1,12e3,1
4158,10000,debt_consolidation,742,27.36,5e4,1
4159,14400,debt_consolidation,692,16.54,73e3,1
4160,14000,debt_consolidation,677,23.64,39996,1
4161,12000,major_purchase,737,9.44,40800,1
4162,5500,debt_consolidation,727,25.48,25200,1
4163,19075,debt_consolidation,732,14.08,82776,1
4164,24000,debt_consolidation,732,18.85,1e5,0
4165,1000,other,787,0.6,3e4,1
4166,2400,medical,687,6.31,31200,0
4169,3600,debt_consolidation,707,10.08,14400,1
4170,5500,major_purchase,697,20.43,18e3,0
4172,30000,home_improvement,692,4.72,414996,1
4173,1550,other,692,8.86,12732,0
4174,20000,other,737,15.73,42116,1
4175,30000,debt_consolidation,752,8.04,63e3,1
4176,8600,debt_consolidation,692,5.72,59774,1
4177,8000,debt_consolidation,752,4.53,52500,1
4178,7000,debt_consolidation,707,20.53,12e4,1
4179,18500,home_improvement,747,12,36e3,1
4180,23850,debt_consolidation,712,21.23,48e3,1
4183,12000,debt_consolidation,662,10.57,103e3,1
4184,6600,home_improvement,722,27.74,95e3,1
4185,2400,debt_consolidation,707,19.94,19200,1
4187,12000,debt_consolidation,672,17.36,3e5,1
4188,1000,medical,677,12.26,82e3,1
4189,4000,vacation_wedding,667,20.83,36e3,1
4190,3625,debt_consolidation,712,24.6,54e3,1
4191,10950,debt_consolidation,737,25.1,48e3,1
4192,14400,debt_consolidation,672,13.13,54e3,0
4198,15000,small_business,682,7.85,185e3,1
4199,6000,debt_consolidation,742,8.74,75e3,1
4200,9000,debt_consolidation,682,1.37,115e3,0
4201,5000,debt_consolidation,687,17.41,38400,1
4202,25000,debt_consolidation,687,15.05,5e4,1
4203,20000,debt_consolidation,707,11.84,67500,1
4204,10400,home_improvement,682,0.77,9e4,0
4206,4000,small_business,767,8.67,97e3,1
4207,3600,medical,732,4.4,6e4,1
4208,26375,major_purchase,782,28.32,48e3,1
4209,20000,debt_consolidation,687,16.36,66397.44,1
4210,13600,debt_consolidation,772,22.94,85e3,1
4211,5500,home_improvement,727,1.34,7e4,1
4212,20000,debt_consolidation,742,12.04,54e3,1
4213,34475,other,737,29.56,73e3,1
4214,5000,home_improvement,682,20.69,1e5,1
4215,10075,small_business,722,25.87,25e3,1
4216,23325,medical,702,23.48,48800,1
4217,32000,debt_consolidation,762,23.65,55e3,1
4218,16000,debt_consolidation,692,23.9,122e3,1
4219,3600,home_improvement,722,13.95,20988,1
4220,6400,debt_consolidation,712,19.99,5e4,1
4221,8000,debt_consolidation,712,14.09,35e3,1
4222,1000,debt_consolidation,682,3.28,1e5,1
4223,35000,other,717,14.22,65e3,1
4225,3100,debt_consolidation,742,17.55,32e3,0
4226,14000,debt_consolidation,712,17.75,65e3,1
4228,7000,medical,732,7.55,45e3,1
4229,35000,debt_consolidation,667,3.6,34e4,1
4230,14400,debt_consolidation,672,10.88,16e4,0
4231,20000,other,672,19.65,66e3,0
4232,10000,other,747,16.38,57600,1
4233,20000,home_improvement,777,5.09,11e4,1
4234,4000,home_improvement,697,8.9,77250,1
4235,18400,debt_consolidation,732,13.75,62500,1
4236,17000,debt_consolidation,767,12.54,87e3,1
4237,20000,debt_consolidation,717,12.5,13e4,1
4238,4950,debt_consolidation,717,14.96,15e3,1
4239,5700,other,672,5.47,107004,1
4240,5000,debt_consolidation,662,15.83,36e3,0
4241,30000,debt_consolidation,712,11.16,14e4,1
4243,8000,debt_consolidation,712,20.8,86244,1
4244,22000,debt_consolidation,707,13.48,85e3,1
4245,4500,debt_consolidation,712,23.34,7e4,1
4246,15000,major_purchase,772,1.4,86400,1
4248,2400,other,677,21.44,90050,1
4249,12000,debt_consolidation,752,14.36,56e3,1
4250,34000,debt_consolidation,757,23.61,16e4,1
4251,20000,debt_consolidation,732,4.4,26e4,1
4252,31700,debt_consolidation,712,17.62,25e4,1
4253,7500,debt_consolidation,667,2.25,125e3,1
4254,3800,major_purchase,707,15.82,54e3,1
4255,8875,debt_consolidation,747,24.32,26400,1
4256,35000,debt_consolidation,707,11.29,25e4,1
4258,27300,debt_consolidation,712,18.37,73440,1
4259,31200,debt_consolidation,742,4.03,129e3,1
4261,4200,debt_consolidation,737,3.74,52e3,1
4262,17000,debt_consolidation,772,3.36,7e4,1
4263,35000,debt_consolidation,767,8.31,9e4,1
4264,18000,debt_consolidation,702,10.34,42480,0
4265,7000,debt_consolidation,702,6.42,156e3,1
4266,35000,debt_consolidation,747,10.97,1e5,1
4268,15000,home_improvement,792,11.65,1e5,1
4269,15000,debt_consolidation,682,17.08,55e3,1
4270,22000,debt_consolidation,812,0.16,115e3,1
4271,7000,home_improvement,777,2.3,2e5,1
4272,22000,debt_consolidation,752,16.15,55e3,1
4273,1875,debt_consolidation,677,18.83,14400,1
4274,12000,other,672,17.91,17e4,0
4275,10000,major_purchase,747,17.79,74e3,1
4276,15500,debt_consolidation,742,22.46,30720,1
4278,15850,other,677,23.44,43e3,1
4280,29700,debt_consolidation,687,24.29,62e3,1
4281,12000,home_improvement,682,17.7,69e3,0
4283,12000,debt_consolidation,732,18.27,105e3,1
4284,12000,debt_consolidation,662,15.69,65e3,1
4285,15000,debt_consolidation,737,13.4,72e3,1
4286,30000,debt_consolidation,742,24.52,94e3,1
4287,30000,debt_consolidation,732,24.4,69996,1
4288,14400,debt_consolidation,722,17.57,7e4,0
4289,10000,small_business,697,10.84,64e3,1
4290,5000,debt_consolidation,702,8.59,20400,1
4291,19200,debt_consolidation,692,20.59,75e3,1
4292,22600,small_business,722,7.14,2e5,1
4293,10000,other,702,9.04,34e3,1
4294,5000,debt_consolidation,687,5.94,21e3,1
4295,7200,debt_consolidation,722,11.42,66600,1
4296,10500,medical,757,0.51,7e4,1
4298,30000,small_business,777,15.4,61500,0
4299,28000,debt_consolidation,707,14.97,72e3,1
4300,25000,debt_consolidation,742,20,54e3,1
4302,35000,home_improvement,742,22.43,83660,1
4303,6000,debt_consolidation,742,13.76,66e3,0
4305,18000,debt_consolidation,757,15.99,115e3,1
4307,12600,debt_consolidation,717,8.77,36e3,1
4308,16800,home_improvement,682,13.7,127e3,1
4310,26500,debt_consolidation,692,17.56,6e4,0
4312,35000,debt_consolidation,732,8.55,128800,1
4313,2500,home_improvement,682,15.99,55e3,1
4314,6000,debt_consolidation,707,24.92,112e3,1
4316,5300,vacation_wedding,762,2.99,65e3,1
4317,12000,debt_consolidation,727,16.8,5e4,1
4318,28000,debt_consolidation,727,8.43,175e3,1
4320,9000,debt_consolidation,662,7.56,3e4,1
4321,13200,debt_consolidation,672,22.19,45e3,0
4322,6000,debt_consolidation,732,4.62,22356,1
4323,25000,debt_consolidation,712,17.83,100800,0
4324,7200,major_purchase,717,24.48,85e3,1
4325,24000,debt_consolidation,732,12.52,6e4,1
4326,2100,debt_consolidation,762,3.32,64e3,1
4328,7800,home_improvement,782,4.46,5e4,1
4329,25000,debt_consolidation,727,23.79,73e3,1
4330,12000,debt_consolidation,717,20.91,80800,1
4331,10400,home_improvement,732,7.03,110888,1
4332,12000,small_business,757,4.38,15e4,1
4335,5575,debt_consolidation,722,10.08,20485,1
4337,17625,debt_consolidation,722,14.59,7e4,1
4338,20000,debt_consolidation,737,11.47,52500,0
4339,15000,debt_consolidation,697,11.99,88e3,1
4340,15000,other,712,19.78,122e3,1
4341,9200,debt_consolidation,702,6.27,72e3,1
4342,6000,other,712,16.42,53e3,1
4343,23000,small_business,762,7.88,39e3,0
4344,8000,debt_consolidation,722,8.09,15e4,1
4345,35000,debt_consolidation,662,17.46,122400,0
4346,5400,other,727,22.39,5e4,1
4347,3000,major_purchase,767,1.24,8e4,1
4348,4800,other,777,10.17,55200,1
4349,3600,debt_consolidation,692,10.77,76e3,1
4350,4200,debt_consolidation,662,3.67,7e4,0
4351,30000,debt_consolidation,687,16.36,135e3,1
4352,23000,debt_consolidation,752,20.74,64e3,1
4353,5000,debt_consolidation,667,4.36,33600,1
4354,23275,debt_consolidation,712,19.84,6e4,1
4355,30000,debt_consolidation,707,19.09,51600,0
4356,4000,vacation_wedding,757,27.93,47e3,1
4357,28000,debt_consolidation,727,13.99,145e3,1
4360,13000,debt_consolidation,687,16.2,83195,1
4361,12000,debt_consolidation,662,20.94,42e3,1
4364,8600,debt_consolidation,747,24.08,63900,1
4365,12000,debt_consolidation,732,7.16,1e5,1
4366,6000,other,662,17.55,45e3,1
4367,12000,home_improvement,672,4.18,102e3,1
4368,35000,debt_consolidation,722,13.82,75e3,1
4369,30000,home_improvement,712,10.81,11e4,1
4370,10250,debt_consolidation,742,22.1,6e4,1
4371,14000,major_purchase,692,16.26,97e3,1
4372,24000,debt_consolidation,672,23.66,96e3,1
4373,35000,debt_consolidation,687,13.74,13e4,1
4374,35000,debt_consolidation,702,22.64,73e3,1
4375,35000,debt_consolidation,762,5.54,155e3,1
4378,12000,other,757,28.87,72e3,1
4379,1500,major_purchase,722,19.24,3e4,1
4380,12000,vacation_wedding,762,1.63,75e3,1
4381,35000,debt_consolidation,742,9.6,13e4,1
4382,4200,major_purchase,737,6.17,34400,1
4383,9000,debt_consolidation,702,14.44,6e4,1
4384,6000,major_purchase,712,23.35,76e3,1
4386,3875,debt_consolidation,672,14.86,75e3,1
4387,4800,major_purchase,747,5,49200,1
4388,11000,debt_consolidation,682,8.7,63e3,1
4389,8000,debt_consolidation,667,13.8,68e3,1
4390,30000,debt_consolidation,667,22.41,116e3,1
4391,33000,debt_consolidation,717,19.67,66e3,1
4393,35000,debt_consolidation,772,7.29,8e4,1
4394,8000,debt_consolidation,667,16.37,83200,1
4396,15000,debt_consolidation,697,12.71,32e3,1
4398,10000,debt_consolidation,672,14.74,5e4,1
4399,25200,vacation_wedding,757,4.58,5e4,1
4401,3800,major_purchase,702,13.6,45e3,1
4402,1500,debt_consolidation,672,24.63,45996,1
4403,4800,other,732,17.31,45e3,1
4404,23800,home_improvement,742,17.91,102e3,0
4405,20000,debt_consolidation,717,14.29,85900,1
4406,14500,debt_consolidation,682,9.91,98850,1
4407,8325,debt_consolidation,737,25.5,52e3,1
4408,35000,debt_consolidation,667,15.83,18e4,1
4409,16000,home_improvement,722,14.79,125e3,1
4410,9600,debt_consolidation,712,14.92,8e4,1
4411,3000,medical,677,20.1,56e3,1
4412,32000,debt_consolidation,782,7.38,62400,1
4413,2500,major_purchase,792,26.43,15300,1
4415,19075,debt_consolidation,752,11.06,82e3,1
4416,12000,debt_consolidation,717,19.5,87996,1
4417,8000,home_improvement,757,4.59,136173,1
4419,12000,debt_consolidation,687,21.87,73527,1
4420,21000,other,687,5.53,3e5,1
4421,15600,debt_consolidation,687,18.68,6e4,0
4423,5000,debt_consolidation,792,1.75,7e4,1
4424,11200,debt_consolidation,667,15.8,36e3,0
4426,17000,debt_consolidation,762,12.34,28e3,0
4427,14000,debt_consolidation,722,16.12,71016,1
4428,12875,home_improvement,692,19.02,28700,1
4429,12000,debt_consolidation,767,4.09,165e3,1
4430,8150,other,742,12.91,75e3,1
4431,16450,debt_consolidation,692,22.8,4e4,1
4432,15000,debt_consolidation,762,19.09,113e3,1
4433,8000,home_improvement,677,21.6,45e3,1
4434,14800,debt_consolidation,677,20.76,76700,1
4435,12800,medical,697,18.1,7e4,1
4436,14000,debt_consolidation,682,23.13,4e4,1
4437,8000,debt_consolidation,697,13.45,38e3,1
4439,6000,debt_consolidation,712,13.83,4e4,1
4442,21600,debt_consolidation,737,20.82,75e3,1
4443,3000,other,662,16.63,115154.16,1
4444,35000,debt_consolidation,742,19.76,1e5,1
4445,12000,debt_consolidation,732,4.89,187e3,0
4446,4500,major_purchase,797,18.45,32e3,1
4451,12000,debt_consolidation,667,13.84,102e3,1
4452,23600,debt_consolidation,697,19.79,42090.48,1
4453,12000,debt_consolidation,767,15.64,64e3,1
4454,2400,debt_consolidation,682,22.04,60500,1
4455,7500,debt_consolidation,782,1.9,55e3,1
4456,34525,debt_consolidation,722,17.66,112e3,1
4458,3950,other,777,2.73,109e3,1
4459,6800,debt_consolidation,692,10.91,64e3,1
4460,6650,debt_consolidation,682,23.36,56e3,1
4462,1500,other,687,3.06,20004,1
4463,14000,debt_consolidation,697,14.88,45e3,1
4464,6000,other,727,8.61,57e3,1
4465,7500,other,787,9.03,95e3,1
4466,35000,debt_consolidation,747,10.99,102e3,1
4467,16400,debt_consolidation,682,21.07,8e4,1
4468,16800,debt_consolidation,722,12.91,68500,1
4469,3000,other,717,20.11,21e3,1
4470,7000,debt_consolidation,767,17.25,4e4,1
4471,20000,debt_consolidation,747,18.44,68e3,1
4472,14500,debt_consolidation,687,16.26,27600,1
4473,19425,debt_consolidation,727,20.3,6e4,1
4474,24000,debt_consolidation,692,10.03,132e3,0
4475,9100,debt_consolidation,797,13.15,75e3,1
4476,20000,debt_consolidation,722,20.32,95e3,1
4477,35000,debt_consolidation,747,4.14,115e3,1
4478,21000,other,757,3.39,68e3,1
4481,24250,debt_consolidation,702,16.45,8e4,1
4484,5000,home_improvement,737,9.27,115e3,1
4485,25000,debt_consolidation,687,21.12,6e4,1
4486,6000,debt_consolidation,757,8.92,55e3,1
4487,25000,debt_consolidation,742,15.23,103e3,1
4488,20000,debt_consolidation,707,8.84,85e3,1
4489,10800,home_improvement,682,15.53,47689.56,1
4490,2400,major_purchase,702,20.59,31e3,0
4491,16000,debt_consolidation,702,19.68,162e3,1
4492,14000,debt_consolidation,752,12.13,75e3,1
4493,10000,home_improvement,787,22.91,42e3,1
4495,9600,debt_consolidation,687,11.46,75e3,1
4496,4000,debt_consolidation,717,14.08,3e4,1
4497,21000,debt_consolidation,717,10.16,14e4,1
4498,16000,debt_consolidation,702,22.11,64140,0
4500,35000,debt_consolidation,727,22.89,123500,1
4501,7200,medical,727,29.62,105e3,1
4502,2500,home_improvement,697,17.65,68e3,1
4503,15000,vacation_wedding,707,20.99,54200,1
4505,15000,debt_consolidation,732,17.29,48996,1
4506,30000,home_improvement,787,7.56,94e3,1
4507,20000,debt_consolidation,732,5.58,66e3,1
4508,11000,debt_consolidation,702,15.19,82500,1
4509,7000,debt_consolidation,672,11.3,55e3,1
4510,15000,medical,767,2.79,119496,1
4511,1000,medical,677,17.6,18e3,0
4512,15700,debt_consolidation,757,11.42,58e3,1
4513,10000,other,767,19.39,76728,1
4514,8800,debt_consolidation,702,7.98,109e3,1
4515,19750,debt_consolidation,752,20.59,38e3,1
4516,11200,debt_consolidation,752,16.91,54e3,1
4517,6350,debt_consolidation,692,24.72,25e3,0
4518,15000,home_improvement,722,17.65,132540,1
4519,6000,debt_consolidation,682,12.3,85e3,0
4521,7200,major_purchase,752,12.53,36e3,1
4522,35000,debt_consolidation,667,9.65,1e5,1
4523,16000,other,712,9.17,2e5,0
4524,14000,debt_consolidation,747,3.91,67200,1
4525,20000,debt_consolidation,722,7.98,14e4,1
4526,4400,small_business,717,19,24e3,1
4527,13250,debt_consolidation,737,28.4,45e3,1
4528,7925,debt_consolidation,727,28.2,24636,0
4529,22400,debt_consolidation,667,18.65,174792,0
4531,6000,major_purchase,752,0.15,8e4,1
4533,16000,debt_consolidation,782,16.79,56100,1
4534,4800,vacation_wedding,707,4.15,118e3,1
4535,7000,home_improvement,742,7.77,88800,1
4536,16100,debt_consolidation,742,10.59,75e3,1
4537,6800,debt_consolidation,717,6.79,52852,0
4538,30000,debt_consolidation,757,15.31,92088,1
4539,10000,debt_consolidation,762,16.76,56e3,1
4540,25475,small_business,677,18.31,5e4,1
4541,19450,debt_consolidation,727,12.17,82600,1
4542,9000,major_purchase,707,5.69,43e3,1
4543,27000,debt_consolidation,752,24.06,86400,1
4545,14000,debt_consolidation,752,12.41,115200,1
4546,10000,small_business,757,3.83,15e4,1
4547,1950,debt_consolidation,712,8.77,9e4,1
4551,9000,debt_consolidation,717,17.64,3e4,1
4552,30000,debt_consolidation,702,11.16,14e4,1
4553,2450,debt_consolidation,752,19.2,24e3,1
4555,8850,debt_consolidation,692,23.2,3e4,1
4556,15000,medical,807,0.8,57e3,1
4557,20000,debt_consolidation,702,21.12,8e4,1
4558,18750,debt_consolidation,692,11.27,25e4,1
4559,4800,major_purchase,662,9.43,5e4,1
4560,27200,debt_consolidation,697,13.36,165e3,1
4561,9500,debt_consolidation,677,22.36,46e3,1
4562,4200,other,737,15.84,108e3,1
4563,6300,debt_consolidation,732,18.93,54503,1
4564,21300,debt_consolidation,682,24.1,74292.48,1
4565,15000,debt_consolidation,727,20.8,57e3,1
4566,5000,debt_consolidation,767,15.74,37500,1
4568,20125,other,802,12.65,7e4,1
4569,5500,major_purchase,742,9.1,6e4,1
4570,4500,small_business,712,2.66,55e3,1
4571,15000,debt_consolidation,682,14.8,9e4,0
4572,30000,debt_consolidation,687,21.67,72996,1
4573,25000,debt_consolidation,742,4.19,11e4,1
4575,11625,vacation_wedding,737,9.03,36e3,1
4577,5000,debt_consolidation,747,17.08,38e3,1
4578,12000,debt_consolidation,707,18.43,50600,1
4579,8000,debt_consolidation,667,20.42,56888,1
4580,25000,debt_consolidation,702,21.05,81e3,1
4581,30000,other,747,3.85,80196,1
4582,35000,home_improvement,687,12.15,305e3,1
4583,4700,other,762,10.65,41e3,1
4584,7425,debt_consolidation,772,19.4,65e3,1
4585,25600,debt_consolidation,702,18.69,85e3,1
4586,4400,debt_consolidation,667,9.17,14400,1
4587,30750,debt_consolidation,722,20.96,62e3,1
4588,5000,major_purchase,722,26.54,35e3,1
4589,19575,debt_consolidation,702,19.8,34e3,1
4591,35000,debt_consolidation,682,14.44,127e3,1
4592,9000,debt_consolidation,682,12.74,45600,1
4593,12000,debt_consolidation,717,23.5,93e3,1
4594,1800,debt_consolidation,672,15.76,45e3,1
4595,10625,debt_consolidation,727,28.22,35e3,1
4596,18000,debt_consolidation,672,16.82,72e3,1
4597,18000,debt_consolidation,717,14.41,95e3,1
4598,2600,debt_consolidation,677,5.36,95e3,1
4599,25000,debt_consolidation,737,18.62,129996,1
4600,12000,debt_consolidation,672,21.23,52e3,1
4601,4000,major_purchase,707,11.44,62400,1
4602,24000,home_improvement,727,5.7,119004,1
4603,31150,debt_consolidation,757,10.64,11e4,1
4604,6700,debt_consolidation,687,3.84,87500,1
4605,15000,debt_consolidation,717,10.1,34800,1
4606,8000,small_business,782,0.5,12e4,1
4607,18225,debt_consolidation,737,17.19,51654.36,0
4608,14125,debt_consolidation,742,7.76,6e4,1
4609,5000,vacation_wedding,702,20.25,49e3,1
4610,6000,major_purchase,752,18.18,48e3,1
4611,12000,debt_consolidation,712,10.13,81996,1
4613,5000,debt_consolidation,692,12.86,7e4,1
4614,3000,debt_consolidation,662,16.62,46e3,1
4616,26000,debt_consolidation,767,9.01,84e3,1
4617,14000,debt_consolidation,672,9.67,145e3,1
4618,15000,debt_consolidation,707,16.76,1e5,1
4619,21600,debt_consolidation,757,5.72,112140,1
4620,13225,debt_consolidation,717,10.4,88e3,1
4621,28000,debt_consolidation,722,25.37,105e3,0
4622,20000,debt_consolidation,707,11.7,48e3,1
4623,16000,debt_consolidation,807,1.36,9e4,1
4624,5000,debt_consolidation,662,23.82,82e3,1
4625,2600,debt_consolidation,662,16.69,74400,1
4626,20000,home_improvement,727,15.18,175e3,1
4627,32000,debt_consolidation,752,10.65,135e3,1
4628,4200,major_purchase,702,16.1,36960,1
4629,19100,other,667,3.93,15e4,1
4630,30100,home_improvement,707,3.31,1e5,1
4631,20000,debt_consolidation,677,19.79,63240,1
4632,2200,major_purchase,782,4.17,7200,1
4633,6000,debt_consolidation,702,14.44,16e4,1
4635,35000,debt_consolidation,687,19.05,74e3,1
4637,15000,debt_consolidation,707,12.62,56e3,1
4638,4000,other,672,0.29,175e3,1
4640,20000,debt_consolidation,752,10.18,14e4,1
4641,35000,home_improvement,707,13.37,192e3,1
4642,6300,debt_consolidation,667,21.6,50724,1
4643,14000,debt_consolidation,672,13.52,43392,0
4645,20000,other,767,8.02,6e4,1
4648,35000,small_business,812,0.35,51e3,0
4649,30000,debt_consolidation,762,10.34,82500,0
4650,34000,debt_consolidation,722,19.58,72e3,1
4651,22750,debt_consolidation,732,25.26,43e3,0
4653,22400,debt_consolidation,697,11.89,11e4,1
4654,12000,home_improvement,762,5.87,133e3,1
4655,24600,debt_consolidation,737,11.38,43538,1
4656,17000,debt_consolidation,682,13.6,75e3,0
4657,15000,debt_consolidation,677,22.21,65e3,1
4658,8600,debt_consolidation,777,13.89,53724,1
4659,12800,major_purchase,712,12.51,4e4,1
4661,8000,debt_consolidation,782,4.9,36e3,0
4662,10000,debt_consolidation,667,23.03,36e3,0
4664,14000,debt_consolidation,687,18.77,92700,1
4666,8325,debt_consolidation,722,25.2,26900,1
4667,25000,debt_consolidation,747,13.77,15e4,0
