UID,yrint,yrborn,female,race,marital,educ,realrinc,health
ID_12521,1982,1954,0,1,1,12,22605,4
ID_12533,1982,1957,0,1,5,12,13563,3
ID_12558,1982,1945,0,1,5,3,22605,4
ID_12568,1982,1942,1,1,5,17,36167,4
ID_12570,1982,1952,1,1,1,19,10850,4
ID_12580,1982,1957,0,1,2,14,97992,2
ID_12609,1982,1924,1,1,3,12,22605,4
ID_12637,1982,1954,0,1,4,14,97992,4
ID_12659,1982,1944,0,1,1,16,28030,4
ID_12662,1982,1951,0,1,1,15,603,3
ID_12697,1982,1949,1,1,1,10,5425,3
ID_12704,1982,1962,0,1,5,11,16577,4
ID_12735,1982,1940,1,1,3,10,10850,2
ID_12752,1982,1954,1,1,3,12,28030,3
ID_12775,1982,1961,0,1,4,11,10850,4
ID_12777,1982,1940,1,1,1,10,6631,3
ID_12781,1982,1953,0,1,1,16,16577,4
ID_12800,1982,1947,1,1,1,10,10850,3
ID_12824,1982,1954,0,1,1,7,6631,3
ID_12835,1982,1954,0,2,5,12,13563,3
ID_12850,1982,1925,0,1,5,6,2411,2
ID_12857,1982,1954,0,1,3,14,10850,2
ID_12864,1982,1958,1,1,5,16,13563,3
ID_12880,1982,1952,1,1,5,16,22605,4
ID_12882,1982,1918,0,1,1,15,97992,3
ID_12889,1982,1963,0,1,5,11,2411,4
ID_12917,1982,1914,1,1,2,12,4220,3
ID_12928,1982,1949,1,1,1,12,25619,3
ID_12977,1982,1946,0,1,1,13,36167,3
ID_12979,1982,1958,0,1,1,15,25619,4
ID_12989,1982,1921,0,1,5,14,16577,1
ID_12994,1982,1957,0,1,1,12,36167,4
ID_13005,1982,1924,0,1,1,15,51237,3
ID_13007,1982,1935,1,1,2,11,28030,4
ID_13021,1982,1954,0,2,1,12,13563,4
ID_13036,1982,1953,0,1,5,20,28030,4
ID_13055,1982,1924,0,1,1,12,13563,3
ID_13056,1982,1955,0,1,5,12,19591,3
ID_13063,1982,1961,0,1,5,12,13563,2
ID_13073,1982,1914,0,2,3,14,28030,3
ID_13080,1982,1947,0,1,5,13,7836,3
ID_13093,1982,1957,1,1,5,16,22605,4
ID_13104,1982,1956,1,1,1,13,13563,4
ID_13114,1982,1919,1,2,1,9,7836,3
ID_13115,1982,1961,0,1,5,12,9042,3
ID_13120,1982,1915,1,1,2,11,6631,2
ID_13126,1982,1957,0,1,1,18,19591,4
ID_13135,1982,1956,0,1,1,13,2411,3
ID_13139,1982,1944,1,1,1,15,2411,4
ID_13147,1982,1953,1,1,1,12,10850,3
ID_13164,1982,1963,0,2,5,12,4220,3
ID_13170,1982,1935,1,2,1,15,5425,3
ID_13192,1982,1960,0,1,5,12,2411,4
ID_13218,1982,1927,1,1,3,20,25619,2
ID_13249,1982,1931,0,1,3,15,28030,4
ID_13257,1982,1952,1,1,1,15,4220,3
ID_13259,1982,1928,1,1,1,11,25619,3
ID_13263,1982,1910,1,2,1,8,2411,1
ID_13277,1982,1944,1,1,3,12,5425,4
ID_13286,1982,1963,1,1,5,12,603,2
ID_13334,1982,1955,1,1,1,15,9042,4
ID_13342,1982,1915,0,1,1,13,25619,3
ID_13343,1982,1952,0,2,1,14,16577,4
ID_13357,1982,1936,1,1,3,12,5425,4
ID_13358,1982,1923,0,1,1,11,28030,3
ID_13360,1982,1956,1,1,1,10,5425,3
ID_13390,1982,1944,0,1,1,13,36167,4
ID_13419,1982,1951,1,1,5,15,4220,2
ID_13421,1982,1948,0,1,5,16,2411,3
ID_13458,1982,1933,0,1,1,2,7836,2
ID_13469,1982,1930,1,1,1,12,4220,3
ID_13484,1982,1952,0,1,1,18,22605,2
ID_13509,1982,1954,1,1,1,19,22605,4
ID_13529,1982,1946,0,3,1,8,9042,1
ID_13536,1982,1930,1,1,1,11,51237,4
ID_13551,1982,1922,0,1,5,12,13563,3
ID_13559,1982,1904,0,1,1,14,2411,3
ID_13581,1982,1919,1,1,1,11,13563,4
ID_13596,1982,1956,1,2,5,16,7836,3
ID_13620,1982,1960,1,1,1,11,603,2
ID_13688,1982,1930,1,2,2,8,13563,3
ID_13715,1982,1958,1,2,1,12,2411,3
ID_13719,1982,1958,1,2,5,8,16577,3
ID_13743,1982,1923,1,2,1,6,603,3
ID_13744,1982,1921,1,2,2,6,4220,3
ID_13783,1982,1920,0,2,1,8,10850,2
ID_13803,1982,1937,0,2,1,12,16577,3
ID_13807,1982,1948,1,2,1,12,19591,3
ID_13813,1982,1960,0,2,5,11,2411,4
ID_13832,1982,1956,1,2,4,12,4220,3
ID_13901,1982,1941,1,2,3,16,5425,2
ID_13921,1982,1924,1,2,5,14,19591,3
ID_13926,1982,1959,0,2,5,12,7836,4
ID_13927,1982,1959,0,2,5,14,25619,4
ID_13983,1983,1929,0,1,1,12,48277,
ID_13990,1983,1936,0,1,1,14,48277,
ID_13992,1983,1960,0,1,5,14,12779,
ID_14042,1983,1956,0,1,5,16,34078,
ID_14057,1983,1944,0,1,1,9,18459,
ID_14062,1983,1913,0,1,1,12,2272,
ID_14080,1983,1958,1,1,5,12,15619,
ID_14086,1983,1949,1,1,3,14,12779,
ID_14090,1983,1946,1,1,1,16,21299,
ID_14091,1983,1925,1,1,3,10,12779,
ID_14102,1983,1927,0,1,1,11,24139,
ID_14107,1983,1935,1,1,1,11,6248,
ID_14119,1983,1954,0,1,1,14,12779,
ID_14140,1983,1945,0,1,1,14,48277,
ID_14142,1983,1957,1,1,1,15,568,
ID_14169,1983,1937,1,1,5,12,21299,
ID_14172,1983,1938,1,2,4,11,6248,
ID_14179,1983,1927,0,1,2,8,7384,
ID_14200,1983,1959,0,1,5,11,5112,
ID_14206,1983,1951,1,1,1,16,18459,
ID_14215,1983,1940,0,1,1,12,48277,
ID_14226,1983,1946,1,1,1,14,24139,
ID_14234,1983,1954,1,2,1,12,12779,
ID_14243,1983,1955,0,1,1,16,21299,
ID_14259,1983,1916,1,1,1,8,6248,
ID_14268,1983,1952,0,1,5,16,48277,
ID_14294,1983,1946,1,1,3,12,18459,
ID_14393,1983,1965,0,1,5,11,5112,
ID_14414,1983,1952,1,1,3,12,2272,
ID_14415,1983,1952,1,1,1,12,15619,
ID_14422,1983,1926,0,1,1,16,26411,
ID_14427,1983,1950,0,1,5,17,6248,
ID_14439,1983,1945,1,1,3,16,34078,
ID_14447,1983,1930,0,1,1,15,34078,
ID_14466,1983,1962,0,2,5,12,12779,
ID_14472,1983,1917,0,1,1,12,26411,
ID_14477,1983,1943,0,1,5,19,34078,
ID_14491,1983,1954,1,1,1,19,12779,
ID_14503,1983,1960,1,1,5,15,2272,
ID_14505,1983,1962,1,1,5,9,5112,
ID_14520,1983,1930,1,1,2,16,26411,
ID_14545,1983,1959,0,1,5,16,26411,
ID_14552,1983,1946,1,1,1,16,3976,
ID_14560,1983,1962,0,1,5,12,568,
ID_14577,1983,1920,0,1,1,11,18459,
ID_14579,1983,1957,0,1,1,12,7384,
ID_14614,1983,1958,0,1,5,14,8520,
ID_14637,1983,1948,1,2,1,13,21299,
ID_14661,1983,1906,0,1,2,10,7384,
ID_14673,1983,1956,1,1,1,12,10223,
ID_14676,1983,1955,0,1,1,18,15619,
ID_14685,1983,1925,0,1,1,16,48277,
ID_14746,1983,1927,0,1,1,11,2272,
ID_14753,1983,1952,0,1,1,12,3976,
ID_14785,1983,1943,0,1,1,14,8520,
ID_14801,1983,1931,0,2,4,14,15619,
ID_14880,1983,1952,0,1,1,10,12779,
ID_14883,1983,1934,0,1,3,12,34078,
ID_14890,1983,1944,1,2,1,12,6248,
ID_14892,1983,1951,0,2,1,12,26411,
ID_14897,1983,1942,1,3,3,16,18459,
ID_14899,1983,1959,0,1,5,12,568,
ID_14908,1983,1911,0,1,1,9,5112,
ID_14916,1983,1940,0,1,3,14,34078,
ID_14932,1983,1933,1,2,3,11,15619,
ID_14934,1983,1960,1,1,5,12,12779,
ID_14941,1983,1936,1,1,1,12,15619,
ID_14973,1983,1949,1,2,3,12,2272,
ID_14989,1983,1948,1,1,1,13,8520,
ID_15001,1983,1955,0,1,1,12,26411,
ID_15015,1983,1949,0,1,1,12,21299,
ID_15022,1983,1963,1,1,5,9,7384,
ID_15027,1983,1946,0,1,1,16,34078,
ID_15040,1983,1950,1,2,1,14,21299,
ID_15072,1983,1960,0,1,1,11,12779,
ID_15094,1983,1942,0,1,1,12,24139,
ID_15125,1983,1919,1,2,4,11,7384,
ID_15130,1983,1939,1,1,1,12,15619,
ID_15131,1983,1951,0,1,1,16,24139,
ID_15203,1983,1951,1,2,4,12,34078,
ID_15223,1983,1944,0,1,1,9,15619,
ID_15229,1983,1932,0,1,1,18,48277,
ID_15269,1983,1939,1,1,1,17,26411,
ID_15272,1983,1917,1,1,2,12,7384,
ID_15277,1983,1950,1,1,5,12,24139,
ID_15282,1983,1943,1,1,3,12,12779,
ID_15300,1983,1939,0,1,1,11,18459,
ID_15310,1983,1956,0,1,5,12,24139,
ID_15316,1983,1929,0,1,1,12,21299,
ID_15352,1983,1937,0,1,1,16,34078,
ID_15371,1983,1929,0,1,1,10,21299,
ID_15375,1983,1952,0,1,1,15,15619,
ID_15422,1983,1945,1,1,1,8,10223,
ID_15432,1983,1954,1,1,1,14,10223,
ID_15451,1983,1939,1,1,1,13,10223,
ID_15477,1983,1944,1,1,5,18,10223,
ID_15478,1983,1918,1,1,5,14,18459,
ID_15480,1983,1956,0,3,5,14,21299,
ID_15495,1983,1951,0,1,5,14,21299,
ID_15527,1983,1940,1,1,1,16,26411,
ID_15532,1983,1939,1,1,1,12,26411,
ID_15555,1983,1941,0,1,1,10,12779,
ID_15603,1984,1912,1,1,2,10,7153,2
ID_15611,1984,1932,1,1,1,8,8254,3
ID_15617,1984,1961,0,1,5,12,25587,3
ID_15627,1984,1963,0,1,5,12,15132,4
ID_15629,1984,1944,0,1,1,18,33016,3
ID_15653,1984,1958,1,1,5,17,25587,4
ID_15657,1984,1931,1,1,3,2,7153,4
ID_15677,1984,1961,1,1,5,16,9905,4
ID_15681,1984,1951,0,2,4,15,25587,4
ID_15691,1984,1927,0,3,1,9,33016,2
ID_15735,1984,1941,0,1,1,14,87058,3
ID_15740,1984,1947,1,1,3,16,87058,4
ID_15756,1984,1944,0,2,1,11,2201,2
ID_15757,1984,1952,1,2,3,11,9905,3
ID_15779,1984,1951,1,3,1,17,20635,4
ID_15781,1984,1957,1,3,1,14,15132,2
ID_15833,1984,1959,1,1,5,16,23386,4
ID_15839,1984,1936,1,1,3,12,7153,3
ID_15899,1984,1928,1,2,1,10,4952,4
ID_15902,1984,1958,0,1,1,12,17884,3
ID_15915,1984,1963,1,1,5,14,4952,3
ID_15917,1984,1959,0,1,1,14,23386,3
ID_15955,1984,1962,1,1,1,13,8254,2
ID_15971,1984,1938,1,1,1,12,17884,4
ID_15983,1984,1961,1,1,5,12,8254,3
ID_16049,1984,1960,1,1,1,12,6053,2
ID_16052,1984,1926,1,1,1,12,20635,3
ID_16062,1984,1947,1,1,1,12,15132,3
ID_16071,1984,1939,0,1,1,14,46773,2
ID_16121,1984,1959,0,1,5,12,17884,4
ID_16136,1984,1952,0,1,1,16,15132,3
ID_16153,1984,1964,0,1,5,11,550,4
ID_16160,1984,1960,0,1,3,12,4952,2
ID_16167,1984,1959,1,1,5,14,17884,2
ID_16177,1984,1960,1,1,5,12,12381,3
ID_16205,1984,1942,0,1,1,12,33016,3
ID_16207,1984,1942,0,1,1,9,17884,3
ID_16262,1984,1949,1,1,1,16,7153,3
ID_16294,1984,1935,1,2,1,11,12381,3
ID_16305,1984,1922,1,1,5,8,15132,3
ID_16306,1984,1946,1,1,5,12,33016,3
ID_16309,1984,1954,0,1,1,16,20635,3
ID_16323,1984,1950,1,2,3,10,20635,3
ID_16331,1984,1962,0,2,1,11,8254,3
ID_16351,1984,1957,1,2,1,12,6053,3
ID_16356,1984,1924,0,1,1,14,12381,3
ID_16380,1984,1931,1,1,1,9,12381,1
ID_16404,1984,1956,1,1,1,12,550,3
ID_16420,1984,1920,1,1,2,18,23386,3
ID_16429,1984,1946,1,1,3,15,12381,3
ID_16442,1984,1960,1,1,5,15,4952,3
ID_16450,1984,1961,0,1,5,14,33016,4
ID_16456,1984,1961,0,1,5,16,20635,3
ID_16468,1984,1923,1,1,1,11,12381,4
ID_16483,1984,1948,1,1,1,16,25587,2
ID_16492,1984,1924,0,1,1,12,23386,2
ID_16565,1984,1958,1,1,4,14,12381,3
ID_16566,1984,1950,1,1,3,13,8254,3
ID_16567,1984,1965,0,1,5,11,550,3
ID_16569,1984,1926,0,1,3,10,15132,4
ID_16595,1984,1943,0,1,3,16,46773,3
ID_16602,1984,1926,1,1,1,12,15132,4
ID_16606,1984,1949,0,1,1,12,33016,3
ID_16616,1984,1951,1,1,3,16,33016,3
ID_16633,1984,1956,1,1,5,16,15132,3
ID_16647,1984,1933,1,1,3,11,12381,4
ID_16663,1984,1960,1,1,1,13,2201,3
ID_16668,1984,1956,1,1,1,12,550,3
ID_16705,1984,1955,0,1,3,12,87058,3
ID_16716,1984,1918,0,1,1,12,6053,3
ID_16727,1984,1959,0,1,4,12,15132,4
ID_16738,1984,1917,1,1,1,12,4952,3
ID_16743,1984,1929,0,1,1,16,87058,4
ID_16769,1984,1965,1,1,5,13,550,4
ID_16781,1984,1963,1,1,1,13,3852,2
ID_16791,1984,1953,1,1,1,12,6053,3
ID_16812,1984,1948,1,1,1,8,12381,3
ID_16824,1984,1928,1,2,1,17,17884,3
ID_16826,1984,1929,1,2,2,12,12381,4
ID_16835,1984,1957,1,1,3,10,8254,3
ID_16846,1984,1954,1,2,1,16,17884,3
ID_16860,1984,1952,0,2,1,7,9905,4
ID_16863,1984,1948,1,2,1,10,6053,3
ID_16865,1984,1945,0,1,1,12,17884,4
ID_16868,1984,1957,0,2,1,12,12381,4
ID_16874,1984,1942,0,1,1,10,33016,4
ID_16898,1984,1962,1,2,5,12,3852,3
ID_16922,1984,1951,1,1,1,12,4952,4
ID_16926,1984,1919,0,2,1,5,12381,2
ID_16940,1984,1943,0,3,1,20,87058,4
ID_16951,1984,1962,0,1,5,12,9905,4
ID_16963,1984,1954,1,1,5,18,17884,3
ID_17004,1984,1944,0,3,1,10,15132,3
ID_17023,1984,1932,0,1,1,20,46773,4
ID_17036,1984,1949,1,1,1,15,23386,2
ID_17041,1984,1943,0,1,1,12,33016,3
ID_17053,1985,1952,0,1,1,16,22432,3
ID_17070,1985,1926,0,3,1,3,17154,3
ID_17086,1985,1958,0,1,1,16,31668,3
ID_17101,1985,1958,1,1,5,15,19793,3
ID_17105,1985,1961,1,1,5,15,44863,4
ID_17110,1985,1956,0,1,1,15,19793,4
ID_17115,1985,1954,0,1,5,12,19793,3
ID_17119,1985,1959,0,1,5,17,14515,4
ID_17120,1985,1955,1,2,1,13,31668,3
ID_17149,1985,1932,0,1,1,16,14515,2
ID_17176,1985,1951,1,1,1,18,31668,4
ID_17195,1985,1961,1,1,3,12,14515,4
ID_17208,1985,1950,0,1,1,11,31668,2
ID_17255,1985,1962,1,2,5,12,11876,3
ID_17298,1985,1935,1,1,1,15,31668,4
ID_17300,1985,1923,0,1,1,11,6861,3
ID_17304,1985,1962,1,1,1,12,6861,3
ID_17317,1985,1957,0,1,5,16,31668,3
ID_17327,1985,1965,0,1,5,13,7917,4
ID_17342,1985,1910,1,1,2,12,5806,3
ID_17347,1985,1925,0,1,1,20,96036,4
ID_17392,1985,1937,1,1,1,10,7917,4
ID_17399,1985,1946,1,1,1,16,31668,4
ID_17402,1985,1921,0,1,1,18,44863,3
ID_17415,1985,1918,0,1,1,14,44863,3
ID_17416,1985,1922,0,1,1,20,96036,3
ID_17421,1985,1964,1,1,1,11,6861,3
ID_17451,1985,1958,0,1,1,12,19793,2
ID_17488,1985,1925,0,1,1,9,24543,3
ID_17492,1985,1922,0,2,3,12,96036,4
ID_17493,1985,1954,0,1,5,12,31668,4
ID_17496,1985,1951,1,1,3,12,528,2
ID_17505,1985,1943,1,1,4,11,6861,4
ID_17519,1985,1960,1,1,3,14,7917,3
ID_17522,1985,1947,0,1,1,15,44863,3
ID_17569,1985,1960,0,1,5,12,22432,3
ID_17574,1985,1936,1,1,1,12,5806,3
ID_17583,1985,1952,0,2,1,12,31668,3
ID_17591,1985,1940,1,1,1,18,31668,4
ID_17622,1985,1923,0,1,1,12,31668,4
ID_17628,1985,1944,0,1,1,12,19793,3
ID_17636,1985,1958,1,3,1,12,9500,4
ID_17642,1985,1932,1,1,1,16,6861,3
ID_17644,1985,1943,0,1,1,12,31668,4
ID_17656,1985,1954,0,1,1,12,44863,3
ID_17669,1985,1939,0,1,1,14,22432,4
ID_17731,1985,1964,0,2,5,14,5806,4
ID_17749,1985,1926,0,2,1,6,17154,3
ID_17757,1985,1965,1,2,1,12,6861,4
ID_17794,1985,1921,1,2,1,11,14515,3
ID_17815,1985,1937,1,1,3,14,9500,2
ID_17829,1985,1941,0,1,1,14,96036,3
ID_17835,1985,1954,0,1,1,9,5806,3
ID_17840,1985,1944,1,1,1,17,14515,3
ID_17855,1985,1943,1,3,1,13,7917,4
ID_17870,1985,1960,1,1,1,13,9500,3
ID_17888,1985,1947,0,1,5,16,44863,3
ID_17893,1985,1964,1,2,1,12,14515,2
ID_17931,1985,1953,0,1,1,12,22432,4
ID_17952,1985,1901,0,1,3,12,11876,4
ID_17965,1985,1940,0,1,5,18,31668,3
ID_17973,1985,1959,0,1,5,12,11876,3
ID_18018,1985,1958,0,1,1,12,14515,4
ID_18022,1985,1956,0,1,4,13,11876,3
ID_18028,1985,1960,0,1,5,14,5806,3
ID_18042,1985,1958,0,1,5,12,3695,4
ID_18091,1985,1913,0,1,5,13,96036,4
ID_18117,1985,1961,1,1,1,15,11876,3
ID_18121,1985,1939,1,1,1,12,17154,3
ID_18129,1985,1966,0,1,5,10,14515,4
ID_18135,1985,1942,1,1,3,14,11876,3
ID_18148,1985,1960,1,1,1,15,4750,3
ID_18165,1985,1959,0,1,1,12,17154,3
ID_18173,1985,1928,1,2,1,6,14515,2
ID_18175,1985,1933,0,1,1,19,31668,4
ID_18224,1985,1955,1,1,1,12,14515,4
ID_18231,1985,1926,0,1,1,8,11876,1
ID_18245,1985,1951,1,1,1,16,7917,4
ID_18256,1985,1946,0,1,5,15,17154,3
ID_18259,1985,1940,0,1,3,15,44863,4
ID_18260,1985,1947,1,1,1,12,9500,3
ID_18280,1985,1946,1,1,1,12,11876,3
ID_18315,1985,1962,1,1,5,12,9500,4
ID_18321,1985,1943,1,1,1,12,7917,4
ID_18337,1985,1943,1,1,1,13,7917,3
ID_18339,1985,1953,1,1,1,12,11876,3
ID_18395,1985,1962,0,1,5,12,4750,3
ID_18443,1985,1952,1,1,1,17,14515,3
ID_18445,1985,1938,0,1,1,20,96036,4
ID_18448,1985,1942,0,1,1,9,24543,3
ID_18503,1985,1927,0,3,1,11,9500,2
ID_18510,1985,1917,0,1,1,13,3695,3
ID_18544,1985,1964,1,1,5,15,528,3
ID_18559,1985,1919,0,1,1,8,11876,3
ID_18560,1985,1943,1,1,1,14,3695,2
ID_18561,1985,1965,1,1,5,9,528,4
ID_18572,1985,1944,0,1,1,12,44863,4
ID_18612,1986,1919,0,1,1,12,5606,
ID_18615,1986,1957,0,1,1,12,21659,
ID_18672,1986,1959,1,3,1,13,28029,
ID_18681,1986,1925,1,1,5,11,7644,
ID_18707,1986,1944,0,1,1,20,56058,
ID_18711,1986,1949,0,1,1,12,28029,
ID_18723,1986,1948,0,1,5,16,28029,
ID_18762,1986,1947,1,2,1,14,33125,
ID_18771,1986,1958,1,1,1,16,510,
ID_18797,1986,1924,0,1,1,15,28029,
ID_18799,1986,1962,0,1,5,12,2038,
ID_18815,1986,1954,0,3,1,18,11466,
ID_18823,1986,1929,0,1,1,17,101376,
ID_18826,1986,1936,1,1,1,12,38222,
ID_18863,1986,1933,0,2,1,7,24207,
ID_18867,1986,1921,0,1,1,12,16563,
ID_18869,1986,1939,0,1,1,12,24207,
ID_18883,1986,1965,0,1,5,11,9173,
ID_18912,1986,1964,1,2,1,13,2038,
ID_18921,1986,1953,0,1,3,15,33125,
ID_18969,1986,1955,0,1,5,16,38222,
ID_18978,1986,1914,0,1,1,12,5606,
ID_18990,1986,1944,0,1,3,13,28029,
ID_18998,1986,1935,1,1,2,12,14015,
ID_19015,1986,1954,1,1,5,16,14015,
ID_19035,1986,1932,1,1,2,10,14015,
ID_19068,1986,1946,0,1,1,16,101376,
ID_19069,1986,1942,1,1,1,13,5606,
ID_19073,1986,1927,1,1,1,14,4587,
ID_19076,1986,1957,1,1,1,12,2038,
ID_19112,1986,1952,1,1,3,14,16563,
ID_19129,1986,1931,1,1,1,12,14015,
ID_19137,1986,1947,0,1,1,16,33125,
ID_19144,1986,1946,0,1,1,12,21659,
ID_19152,1986,1954,0,1,1,12,14015,
ID_19197,1986,1948,1,1,2,12,19111,
ID_19199,1986,1925,1,1,1,12,14015,
ID_19246,1986,1937,0,1,3,16,101376,
ID_19254,1986,1954,1,2,1,12,11466,
ID_19295,1986,1929,0,2,1,4,19111,
ID_19297,1986,1940,0,2,3,11,11466,
ID_19305,1986,1942,1,1,5,12,7644,
ID_19315,1986,1954,0,1,1,12,21659,
ID_19335,1986,1926,1,2,3,10,19111,
ID_19337,1986,1961,0,2,5,12,5606,
ID_19338,1986,1948,0,1,1,20,14015,
ID_19345,1986,1940,0,1,4,12,11466,
ID_19353,1986,1947,1,1,5,17,21659,
ID_19387,1986,1946,0,1,1,19,38222,
ID_19391,1986,1966,1,1,5,12,2038,
ID_19413,1986,1959,0,1,3,15,21659,
ID_19427,1986,1958,1,1,1,11,4587,
ID_19441,1986,1939,1,1,3,14,24207,
ID_19504,1986,1942,0,1,1,12,38222,
ID_19517,1986,1957,0,1,5,12,21659,
ID_19551,1986,1956,0,1,1,14,28029,
ID_19568,1986,1935,0,1,1,17,19111,
ID_19570,1986,1958,0,1,5,13,11466,
ID_19576,1986,1934,0,1,3,12,21659,
ID_19578,1986,1932,0,1,1,12,33125,
ID_19606,1986,1967,0,1,5,10,510,
ID_19608,1986,1958,1,1,4,11,7644,
ID_19611,1986,1953,1,1,1,18,24207,
ID_19623,1986,1949,1,1,1,16,6625,
ID_19634,1986,1952,1,1,1,12,2038,
ID_19637,1986,1954,1,1,5,13,14015,
ID_19652,1986,1958,0,2,1,10,14015,
ID_19667,1986,1930,1,1,2,12,7644,
ID_19669,1986,1959,0,3,5,16,24207,
ID_19681,1986,1938,1,1,1,12,14015,
ID_19705,1986,1962,1,1,5,16,14015,
ID_19720,1986,1931,1,1,4,9,21659,
ID_19737,1986,1947,1,1,3,8,9173,
ID_19763,1986,1921,1,1,2,14,5606,
ID_19765,1986,1962,1,1,1,13,4587,
ID_19773,1986,1947,1,1,1,14,14015,
ID_19777,1986,1952,1,1,1,18,16563,
ID_19811,1986,1949,0,1,1,12,9173,
ID_19836,1986,1959,0,1,5,18,19111,
ID_19845,1986,1966,1,1,5,13,510,
ID_19900,1986,1964,0,1,5,12,510,
ID_19934,1986,1956,1,2,1,12,16563,
ID_19936,1986,1956,1,1,1,14,16563,
ID_19988,1986,1948,1,3,1,20,19111,
ID_20011,1986,1952,0,1,1,18,19111,
ID_20023,1986,1945,1,1,1,12,21659,
ID_20041,1986,1940,0,1,3,12,19111,
ID_20049,1986,1957,0,1,3,14,19111,
ID_20067,1987,1966,1,2,5,12,500,3
ID_20069,1987,1949,1,2,4,14,21250,2
ID_20098,1987,1955,0,1,3,14,32500,4
ID_20106,1987,1937,0,1,3,17,92594,4
ID_20114,1987,1922,0,1,3,14,32500,4
ID_20123,1987,1955,0,1,5,13,27500,3
ID_20125,1987,1966,1,1,4,14,11250,3
ID_20127,1987,1935,0,1,1,10,21250,3
ID_20153,1987,1938,1,1,1,9,,2
ID_20165,1987,1941,0,2,1,12,11250,2
ID_20175,1987,1945,0,1,1,14,92594,4
ID_20181,1987,1967,1,1,5,12,11250,2
ID_20194,1987,1947,0,1,4,16,92594,3
ID_20209,1987,1959,1,1,1,16,21250,2
ID_20242,1987,1953,0,1,5,17,18750,3
ID_20253,1987,1930,0,1,1,16,,3
ID_20258,1987,1931,1,1,2,12,32500,3
ID_20269,1987,1964,1,2,5,16,6500,4
ID_20280,1987,1962,0,1,5,16,11250,4
ID_20295,1987,1941,0,1,1,12,13750,3
ID_20333,1987,1929,0,1,1,16,,3
ID_20346,1987,1952,0,1,1,15,27500,4
ID_20351,1987,1932,0,1,1,16,27500,3
ID_20388,1987,1936,1,1,1,12,21250,4
ID_20394,1987,1939,1,1,2,19,32500,4
ID_20452,1987,1941,1,1,1,9,11250,4
ID_20488,1987,1949,0,1,1,16,27500,4
ID_20503,1987,1935,0,1,1,10,23750,4
ID_20506,1987,1927,0,1,5,17,27500,2
ID_20524,1987,1942,0,1,1,12,37500,3
ID_20530,1987,1958,0,1,1,13,16250,3
ID_20551,1987,1943,0,1,1,13,27500,3
ID_20578,1987,1929,0,1,1,13,21250,2
ID_20580,1987,1942,1,2,3,12,37500,3
ID_20601,1987,1951,1,1,1,12,13750,4
ID_20603,1987,1965,0,1,1,12,18750,3
ID_20628,1987,1953,0,1,3,12,,3
ID_20650,1987,1956,0,1,1,14,23750,3
ID_20652,1987,1962,0,1,5,16,23750,3
ID_20653,1987,1965,1,1,1,14,16250,4
ID_20691,1987,1955,0,1,1,12,11250,2
ID_20724,1987,1948,1,1,3,14,27500,3
ID_20770,1987,1951,0,1,1,12,18750,3
ID_20771,1987,1953,0,1,1,7,27500,3
ID_20785,1987,1948,1,1,1,12,,3
ID_20800,1987,1958,1,1,1,12,16250,3
ID_20856,1987,1917,1,1,2,11,13750,3
ID_20864,1987,1942,0,1,1,12,,3
ID_20888,1987,1965,0,1,5,12,18750,1
ID_20890,1987,1936,0,1,4,16,,2
ID_20894,1987,1955,0,1,3,14,32500,3
ID_20917,1987,1944,1,2,3,16,18750,3
ID_20950,1987,1960,0,1,5,16,23750,4
ID_20959,1987,1963,1,1,5,16,500,4
ID_20966,1987,1947,0,1,1,16,16250,4
ID_20981,1987,1942,1,1,1,12,21250,4
ID_20998,1987,1934,0,1,1,16,,4
ID_21035,1987,1923,1,1,1,12,13750,4
ID_21037,1987,1952,1,1,1,18,32500,2
ID_21045,1987,1947,0,1,1,14,37500,4
ID_21098,1987,1952,1,1,3,14,13750,3
ID_21100,1987,1957,0,1,1,17,27500,4
ID_21109,1987,1966,0,1,5,12,11250,3
ID_21137,1987,1957,0,1,4,6,500,3
ID_21148,1987,1919,0,1,5,10,,4
ID_21174,1987,1963,0,1,1,13,16250,4
ID_21182,1987,1934,1,1,1,12,500,2
ID_21209,1987,1947,1,1,1,18,23750,4
ID_21212,1987,1905,0,1,2,8,,2
ID_21254,1987,1955,0,1,1,15,23750,3
ID_21258,1987,1968,1,1,5,12,500,3
ID_21259,1987,1956,1,1,5,18,18750,4
ID_21300,1987,1942,0,1,1,11,21250,2
ID_21302,1987,1947,0,1,1,6,21250,3
ID_21319,1987,1964,0,1,5,12,5500,3
ID_21322,1987,1960,0,2,1,12,,3
ID_21336,1987,1964,0,1,4,12,16250,3
ID_21385,1987,1950,1,1,1,12,11250,3
ID_21389,1987,1949,1,2,3,9,500,2
ID_21406,1987,1939,1,1,3,11,11250,4
ID_21433,1987,1964,1,1,5,15,,3
ID_21444,1987,1925,0,1,1,6,16250,2
ID_21448,1987,1945,0,1,1,16,32500,4
ID_21466,1987,1944,0,3,5,7,7500,3
ID_21468,1987,1960,1,1,1,17,,4
ID_21491,1987,1941,1,1,1,12,,4
ID_21520,1987,1960,1,1,1,12,4500,3
ID_21525,1987,1954,1,2,4,13,4500,2
ID_21534,1987,1928,1,2,5,10,11250,3
ID_21547,1987,1940,1,2,4,14,18750,4
ID_21552,1987,1957,1,2,1,12,11250,4
